tuid,"img","tag"
748,"LMSLPS150110164","settlement"
749,"LMSLPS150110167","apprentice"
750,"LMSLPS150110167","churchwardens_petition"
751,"LMSLPS150110167","removal"
752,"LMSLPS150110167","settlement"
753,"LMSLPS150110169","apprentice"
754,"LMSLPS150110169","churchwardens_petition"
755,"LMSLPS150110169","poor"
756,"LMSLPS150110169","removal"
757,"LMSLPS150110169","servant"
758,"LMSLPS150110169","settlement"
759,"LMSLPS150110171","children"
760,"LMSLPS150110171","churchwardens_petition"
761,"LMSLPS150110175","churchwardens_petition"
762,"LMSLPS150110175","removal"
763,"LMSLPS150110175","settlement"
764,"LMSLPS150110176","churchwardens_petition"
765,"LMSLPS150110176","husband"
766,"LMSLPS150110176","removal"
767,"LMSLPS150110176","settlement"
768,"LMSLPS150110176","wife"
769,"LMSLPS150110178","children"
770,"LMSLPS150110178","churchwardens_petition"
771,"LMSLPS150110178","removal"
772,"LMSLPS150110178","settlement"
773,"LMSLPS150110180","churchwardens_petition"
774,"LMSLPS150110180","poor"
775,"LMSLPS150110180","removal"
776,"LMSLPS150110180","settlement"
777,"LMSLPS150110180","widow"
778,"LMSLPS150110184","bastardy"
779,"LMSLPS150110184","churchwardens_petition"
780,"LMSLPS150110184","husband"
781,"LMSLPS150110187","churchwardens_petition"
782,"LMSLPS150110187","removal"
783,"LMSLPS150110187","settlement"
784,"LMSLPS150110187","wife"
785,"LMSLPS150110191","apprentice"
786,"LMSLPS150110191","bastardy"
787,"LMSLPS150110191","churchwardens_petition"
788,"LMSLPS150110191","parents"
789,"LMSLPS150110191","removal"
790,"LMSLPS150110191","settlement"
791,"LMSLPS150110191","son/daughter"
792,"LMSLPS150110191","wife"
793,"LMSLPS150110194","apprentice"
794,"LMSLPS150110194","bastardy"
795,"LMSLPS150110194","churchwardens_petition"
796,"LMSLPS150110194","parents"
797,"LMSLPS150110194","rates"
798,"LMSLPS150110194","wife"
799,"LMSLPS150110197","bastardy"
800,"LMSLPS150110197","children"
801,"LMSLPS150110197","churchwardens_petition"
802,"LMSLPS150110197","removal"
803,"LMSLPS150110197","servant"
804,"LMSLPS150110197","settlement"
805,"LMSLPS150110197","widow"
806,"LMSLPS150110199","bastardy"
807,"LMSLPS150110199","children"
808,"LMSLPS150110199","churchwardens_petition"
809,"LMSLPS150110199","removal"
810,"LMSLPS150110199","servant"
811,"LMSLPS150110199","settlement"
812,"LMSLPS150110199","spinster"
813,"LMSLPS150110203","churchwardens_petition"
814,"LMSLPS150110203","husband"
815,"LMSLPS150110203","removal"
816,"LMSLPS150110203","settlement"
817,"LMSLPS150110203","wife"
818,"LMSLPS150110205","churchwardens_petition"
819,"LMSLPS150110205","removal"
820,"LMSLPS150110205","servant"
821,"LMSLPS150110205","settlement"
822,"LMSLPS150110207","churchwardens_petition"
823,"LMSLPS150110207","removal"
824,"LMSLPS150110207","settlement"
825,"LMSLPS150110207","widow"
826,"LMSLPS150110208","apprentice"
827,"LMSLPS150110208","churchwardens_petition"
828,"LMSLPS150110208","parents"
829,"LMSLPS150110208","poor"
830,"LMSLPS150110208","removal"
831,"LMSLPS150110208","settlement"
832,"LMSLPS150110208","wife"
833,"LMSLPS150110210","churchwardens_petition"
834,"LMSLPS150110210","removal"
835,"LMSLPS150110210","settlement"
836,"LMSLPS150110210","wife"
837,"LMSLPS150110212","churchwardens_petition"
838,"LMSLPS150110212","removal"
839,"LMSLPS150110212","settlement"
840,"LMSLPS150110212","wife"
841,"LMSLPS150110214","churchwardens_petition"
842,"LMSLPS150110214","parents"
843,"LMSLPS150110214","removal"
844,"LMSLPS150110214","settlement"
845,"LMSLPS150110214","wife"
846,"LMSLPS150110216","churchwardens_petition"
847,"LMSLPS150110216","husband"
848,"LMSLPS150110216","removal"
849,"LMSLPS150110216","settlement"
850,"LMSLPS150110216","widow"
851,"LMSLPS150120038","apprentice"
852,"LMSLPS150120038","assault"
853,"LMSLPS150120038","son/daughter"
854,"LMSLPS150120038","wife"
855,"LMSLPS150120039","indictment"
856,"LMSLPS150120039","prisoner"
857,"LMSLPS150120040","husband"
858,"LMSLPS150120040","is_poor"
859,"LMSLPS150120040","wife"
860,"LMSLPS150120041","felony"
861,"LMSLPS150120041","prisoner"
862,"LMSLPS150120041","recognizances"
863,"LMSLPS150120043","is_poor"
864,"LMSLPS150120043","prisoner"
865,"LMSLPS150120043","widow"
866,"LMSLPS150130029","indictment"
867,"LMSLPS150130029","prisoner"
868,"LMSLPS150140028","drink"
869,"LMSLPS150140028","wife"
870,"LMSLPS150140072","drink"
871,"LMSLPS150140072","removal"
872,"LMSLPS150140073","drink"
873,"LMSLPS150140074","churchwardens_petition"
874,"LMSLPS150140074","rates"
875,"LMSLPS150140075","children"
876,"LMSLPS150140075","churchwardens_petition"
877,"LMSLPS150140075","rates"
878,"LMSLPS150140076","debtor"
879,"LMSLPS150140076","poor"
880,"LMSLPS150140076","prisoner"
881,"LMSLPS150140079","debtor"
882,"LMSLPS150140079","poor"
883,"LMSLPS150140079","prisoner"
884,"LMSLPS150140079","widow"
885,"LMSLPS150140080","debtor"
886,"LMSLPS150140080","poor"
887,"LMSLPS150140080","prisoner"
888,"LMSLPS150140081","debtor"
889,"LMSLPS150140081","poor"
890,"LMSLPS150140081","prisoner"
891,"LMSLPS150140082","debtor"
892,"LMSLPS150140082","poor"
893,"LMSLPS150140082","prisoner"
894,"LMSLPS150140083","debtor"
895,"LMSLPS150140083","poor"
896,"LMSLPS150140083","prisoner"
897,"LMSLPS150140084","debtor"
898,"LMSLPS150140084","poor"
899,"LMSLPS150140084","prisoner"
900,"LMSLPS150140085","debtor"
901,"LMSLPS150140085","poor"
902,"LMSLPS150140085","prisoner"
903,"LMSLPS150140086","debtor"
904,"LMSLPS150140086","poor"
905,"LMSLPS150140086","prisoner"
906,"LMSLPS150140086","removal"
907,"LMSLPS150140087","debtor"
908,"LMSLPS150140087","poor"
909,"LMSLPS150140087","prisoner"
910,"LMSLPS150140088","debtor"
911,"LMSLPS150140088","poor"
912,"LMSLPS150140088","prisoner"
913,"LMSLPS150140089","debtor"
914,"LMSLPS150140089","poor"
915,"LMSLPS150140089","prisoner"
916,"LMSLPS150140090","debtor"
917,"LMSLPS150140090","poor"
918,"LMSLPS150140090","prisoner"
919,"LMSLPS150140091","debtor"
920,"LMSLPS150140091","prisoner"
921,"LMSLPS150140092","debtor"
922,"LMSLPS150140092","prisoner"
923,"LMSLPS150140093","debtor"
924,"LMSLPS150140093","poor"
925,"LMSLPS150140093","prisoner"
926,"LMSLPS150140094","friends"
927,"LMSLPS150140094","is_poor"
928,"LMSLPS150140094","prisoner"
929,"LMSLPS150140094","recognizances"
930,"LMSLPS150140095","felony"
931,"LMSLPS150140095","prisoner"
932,"LMSLPS150140095","receiving"
933,"LMSLPS150140095","recognizances"
934,"LMSLPS150140095","theft"
935,"LMSLPS150140096","prisoner"
936,"LMSLPS150140096","theft"
937,"LMSLPS150140097","churchwardens_petition"
938,"LMSLPS150140097","office"
939,"LMSLPS150140098","bastardy"
940,"LMSLPS150140098","churchwardens_overseers"
941,"LMSLPS150140098","parents"
942,"LMSLPS150140099","churchwardens_petition"
943,"LMSLPS150140099","wife"
944,"LMSLPS150140100","churchwardens_petition"
945,"LMSLPS150140100","removal"
946,"LMSLPS150140100","settlement"
947,"LMSLPS150140100","wife"
948,"LMSLPS150140104","wife"
949,"LMSLPS150140106","churchwardens_petition"
950,"LMSLPS150140106","removal"
951,"LMSLPS150140106","servant"
952,"LMSLPS150140106","settlement"
953,"LMSLPS150140106","spinster"
954,"LMSLPS150140112","churchwardens_petition"
955,"LMSLPS150140112","removal"
956,"LMSLPS150140112","servant"
957,"LMSLPS150140112","settlement"
958,"LMSLPS150140112","wife"
959,"LMSLPS150140114","apprentice"
960,"LMSLPS150140114","churchwardens_petition"
961,"LMSLPS150140114","parents"
962,"LMSLPS150140114","removal"
963,"LMSLPS150140114","settlement"
964,"LMSLPS150140114","son/daughter"
965,"LMSLPS150140115","apprentice"
966,"LMSLPS150140115","churchwardens_petition"
967,"LMSLPS150140115","husband"
968,"LMSLPS150140115","removal"
969,"LMSLPS150140115","settlement"
970,"LMSLPS150140115","wife"
971,"LMSLPS150140116","apprentice"
972,"LMSLPS150140116","churchwardens_petition"
973,"LMSLPS150140116","removal"
974,"LMSLPS150140116","settlement"
975,"LMSLPS150140116","wife"
976,"LMSLPS150140119","churchwardens_petition"
977,"LMSLPS150140119","parents"
978,"LMSLPS150140119","removal"
979,"LMSLPS150140119","servant"
980,"LMSLPS150140119","settlement"
981,"LMSLPS150140119","son/daughter"
982,"LMSLPS150140119","spinster"
983,"LMSLPS150150040","debtor"
984,"LMSLPS150150040","poor"
985,"LMSLPS150150040","prisoner"
986,"LMSLPS150150041","felony"
987,"LMSLPS150150041","prisoner"
988,"LMSLPS150150042","husband"
989,"LMSLPS150150042","prisoner"
990,"LMSLPS150150042","recognizances"
991,"LMSLPS150150044","churchwardens_petition"
992,"LMSLPS150150044","husband"
993,"LMSLPS150150044","removal"
994,"LMSLPS150150044","settlement"
995,"LMSLPS150150044","widow"
996,"LMSLPS150150046","churchwardens_petition"
997,"LMSLPS150150046","husband"
998,"LMSLPS150150048","churchwardens_petition"
999,"LMSLPS150150048","removal"
1000,"LMSLPS150150048","settlement"
1001,"LMSLPS150150048","wife"
1002,"LMSLPS150160043","churchwardens_petition"
1003,"LMSLPS150160067","indictment"
1004,"LMSLPS150160067","prisoner"
1005,"LMSLPS150160067","robbery"
1006,"LMSLPS150160068","indictment"
1007,"LMSLPS150160068","prisoner"
1008,"LMSLPS150160068","robbery"
1009,"LMSLPS150160069","poor"
1010,"LMSLPS150160069","prisoner"
1011,"LMSLPS150160069","robbery"
1012,"LMSLPS150160070","drink"
1013,"LMSLPS150160070","friends"
1014,"LMSLPS150160070","poor"
1015,"LMSLPS150160070","prisoner"
1016,"LMSLPS150160070","theft"
1017,"LMSLPS150160070","wife"
1018,"LMSLPS150160071","prisoner"
1019,"LMSLPS150160071","receiving"
1020,"LMSLPS150160072","husband"
1021,"LMSLPS150160072","is_poor"
1022,"LMSLPS150160072","prisoner"
1023,"LMSLPS150160072","robbery"
1024,"LMSLPS150160073","prisoner"
1025,"LMSLPS150160073","robbery"
1026,"LMSLPS150160074","felony"
1027,"LMSLPS150160074","poor"
1028,"LMSLPS150160074","prisoner"
1029,"LMSLPS150160074","recognizances"
1030,"LMSLPS150160074","wife"
1031,"LMSLPS150160075","felony"
1032,"LMSLPS150160075","prisoner"
1033,"LMSLPS150160075","recognizances"
1034,"LMSLPS150160075","theft"
1035,"LMSLPS150160076","prisoner"
1036,"LMSLPS150160076","wife"
1037,"LMSLPS150170006","rates"
1038,"LMSLPS150170028","husband"
1039,"LMSLPS150170028","indictment"
1040,"LMSLPS150170028","prisoner"
1041,"LMSLPS150170028","wife"
1042,"LMSLPS150170041","churchwardens_petition"
1043,"LMSLPS150170057","felony"
1044,"LMSLPS150170057","prisoner"
1045,"LMSLPS150170058","felony"
1046,"LMSLPS150170058","prisoner"
1047,"LMSLPS150170058","robbery"
1048,"LMSLPS150170067","churchwardens_overseers"
1049,"LMSLPS150170067","rates"
1050,"LMSLPS150170075","indictment"
1051,"LMSLPS150170075","prisoner"
1052,"LMSLPS150170075","recognizances"
1053,"LMSLPS150170075","theft"
1054,"LMSLPS150170076","prisoner"
1055,"LMSLPS150170076","receiving"
1056,"LMSLPS150170077","children"
1057,"LMSLPS150170077","churchwardens_overseers"
1058,"LMSLPS150170077","husband"
1059,"LMSLPS150170077","is_poor"
1060,"LMSLPS150170077","wife"
1061,"LMSLPS150170078","robbery"
1062,"LMSLPS150170079","churchwardens_petition"
1063,"LMSLPS150170079","rates"
1064,"LMSLPS150170081","churchwardens_petition"
1065,"LMSLPS150170081","widow"
1066,"LMSLPS150170084","churchwardens_petition"
1067,"LMSLPS150170084","husband"
1068,"LMSLPS150170084","removal"
1069,"LMSLPS150170084","settlement"
1070,"LMSLPS150170084","wife"
1071,"LMSLPS150170087","churchwardens_petition"
1072,"LMSLPS150170087","removal"
1073,"LMSLPS150170087","settlement"
1074,"LMSLPS150170087","wife"
1075,"LMSLPS150170090","churchwardens_petition"
1076,"LMSLPS150170090","husband"
1077,"LMSLPS150170090","parents"
1078,"LMSLPS150170090","removal"
1079,"LMSLPS150170090","settlement"
1080,"LMSLPS150170090","wife"
1081,"LMSLPS150170092","apprentice"
1082,"LMSLPS150170092","churchwardens_petition"
1083,"LMSLPS150170092","removal"
1084,"LMSLPS150170092","settlement"
1085,"LMSLPS150170092","wife"
1086,"LMSLPS150170098","churchwardens_petition"
1087,"LMSLPS150170098","parents"
1088,"LMSLPS150170098","removal"
1089,"LMSLPS150170098","settlement"
1090,"LMSLPS150170100","churchwardens_petition"
1091,"LMSLPS150170100","husband"
1092,"LMSLPS150170100","removal"
1093,"LMSLPS150170100","settlement"
1094,"LMSLPS150170100","widow"
1095,"LMSLPS150170102","apprentice"
1096,"LMSLPS150170102","churchwardens_petition"
1097,"LMSLPS150170102","removal"
1098,"LMSLPS150170102","widow"
1099,"LMSLPS150170103","churchwardens_petition"
1100,"LMSLPS150170103","husband"
1101,"LMSLPS150170103","servant"
1102,"LMSLPS150170103","widow"
1103,"LMSLPS150170105","churchwardens_petition"
1104,"LMSLPS150170105","removal"
1105,"LMSLPS150170105","settlement"
1106,"LMSLPS150170105","widow"
1107,"LMSLPS150170108","apprentice"
1108,"LMSLPS150170108","children"
1109,"LMSLPS150170108","churchwardens_petition"
1110,"LMSLPS150170108","husband"
1111,"LMSLPS150170108","removal"
1112,"LMSLPS150170108","settlement"
1113,"LMSLPS150170108","widow"
1114,"LMSLPS150170112","apprentice"
1115,"LMSLPS150170112","churchwardens_petition"
1116,"LMSLPS150170112","removal"
1117,"LMSLPS150170112","settlement"
1118,"LMSLPS150170112","wife"
1119,"LMSLPS150170113","churchwardens_petition"
1120,"LMSLPS150170113","removal"
1121,"LMSLPS150170113","settlement"
1122,"LMSLPS150170114","churchwardens_petition"
1123,"LMSLPS150170114","removal"
1124,"LMSLPS150170114","settlement"
1125,"LMSLPS150180022","bastardy"
1126,"LMSLPS150180022","children"
1127,"LMSLPS150180022","churchwardens_overseers"
1128,"LMSLPS150180022","parents"
1129,"LMSLPS150180063","churchwardens_petition"
1130,"LMSLPS150180063","removal"
1131,"LMSLPS150180063","servant"
1132,"LMSLPS150180063","settlement"
1133,"LMSLPS150180068","churchwardens_petition"
1134,"LMSLPS150180068","removal"
1135,"LMSLPS150180068","settlement"
1136,"LMSLPS150180068","widow"
1137,"LMSLPS150180068","wife"
1138,"LMSLPS150180071","churchwardens_petition"
1139,"LMSLPS150180071","husband"
1140,"LMSLPS150180071","removal"
1141,"LMSLPS150180071","settlement"
1142,"LMSLPS150180073","churchwardens_petition"
1143,"LMSLPS150180073","removal"
1144,"LMSLPS150180073","servant"
1145,"LMSLPS150180073","settlement"
1146,"LMSLPS150180073","spinster"
1147,"LMSLPS150180075","churchwardens_petition"
1148,"LMSLPS150180075","son/daughter"
1149,"LMSLPS150180075","wife"
1150,"LMSLPS150180077","apprentice"
1151,"LMSLPS150180077","children"
1152,"LMSLPS150180077","churchwardens_petition"
1153,"LMSLPS150180077","parents"
1154,"LMSLPS150180077","removal"
1155,"LMSLPS150180077","settlement"
1156,"LMSLPS150180079","churchwardens_petition"
1157,"LMSLPS150180079","removal"
1158,"LMSLPS150180079","settlement"
1159,"LMSLPS150180082","apprentice"
1160,"LMSLPS150180082","children"
1161,"LMSLPS150180082","churchwardens_petition"
1162,"LMSLPS150180082","husband"
1163,"LMSLPS150180082","removal"
1164,"LMSLPS150180082","settlement"
1165,"LMSLPS150180082","son/daughter"
1166,"LMSLPS150180082","wife"
1167,"LMSLPS150180084","churchwardens_petition"
1168,"LMSLPS150180084","husband"
1169,"LMSLPS150180084","removal"
1170,"LMSLPS150180084","settlement"
1171,"LMSLPS150180084","widow"
1172,"LMSLPS150180086","churchwardens_petition"
1173,"LMSLPS150180086","removal"
1174,"LMSLPS150180086","servant"
1175,"LMSLPS150180086","settlement"
1176,"LMSLPS150180086","wife"
1177,"LMSLPS150180089","churchwardens_petition"
1178,"LMSLPS150180089","servant"
1179,"LMSLPS150180090","churchwardens_petition"
1180,"LMSLPS150180090","removal"
1181,"LMSLPS150180090","settlement"
1182,"LMSLPS150180090","wife"
1183,"LMSLPS150180093","churchwardens_petition"
1184,"LMSLPS150180093","removal"
1185,"LMSLPS150180093","servant"
1186,"LMSLPS150180093","settlement"
1187,"LMSLPS150180093","wife"
1188,"LMSLPS150180096","indictment"
1189,"LMSLPS150180096","prisoner"
1190,"LMSLPS150180097","felony"
1191,"LMSLPS150180097","prisoner"
1192,"LMSLPS150180097","recognizances"
1193,"LMSLPS150180098","prisoner"
1194,"LMSLPS150180098","theft"
1195,"LMSLPS150180099","prisoner"
1196,"LMSLPS150180099","theft"
1197,"LMSLPS150180100","prisoner"
1198,"LMSLPS150180101","churchwardens_petition"
1199,"LMSLPS150180101","rates"
1200,"LMSLPS150180102","churchwardens_overseers"
1201,"LMSLPS150180102","office"
1202,"LMSLPS150180102","rates"
1203,"LMSLPS150190018","assault"
1204,"LMSLPS150190018","recognizances"
1205,"LMSLPS150190018","wife"
1206,"LMSLPS150190021","felony"
1207,"LMSLPS150190021","prisoner"
1208,"LMSLPS150190022","poor"
1209,"LMSLPS150190022","prisoner"
1210,"LMSLPS150190022","receiving"
1211,"LMSLPS150190022","wife"
1212,"LMSLPS150190024","felony"
1213,"LMSLPS150190024","prisoner"
1214,"LMSLPS150190024","wife"
1215,"LMSLPS150190032","churchwardens_petition"
1216,"LMSLPS150190032","rates"
1217,"LMSLPS150190055","prisoner"
1218,"LMSLPS150190055","theft"
1219,"LMSLPS150190056","felony"
1220,"LMSLPS150190056","prisoner"
1221,"LMSLPS150190056","theft"
1222,"LMSLPS150190057","prisoner"
1223,"LMSLPS150190057","recognizances"
1224,"LMSLPS150190057","theft"
1225,"LMSLPS150190058","prisoner"
1226,"LMSLPS150190058","theft"
1227,"LMSLPS150190060","churchwardens_petition"
1228,"LMSLPS150190060","removal"
1229,"LMSLPS150190060","settlement"
1230,"LMSLPS150190060","wife"
1231,"LMSLPS150190065","apprentice"
1232,"LMSLPS150190065","children"
1233,"LMSLPS150190065","churchwardens_petition"
1234,"LMSLPS150190065","husband"
1235,"LMSLPS150190065","removal"
1236,"LMSLPS150190065","wife"
1237,"LMSLPS150190066","churchwardens_petition"
1238,"LMSLPS150190066","removal"
1239,"LMSLPS150190066","settlement"
1240,"LMSLPS150190068","churchwardens_petition"
1241,"LMSLPS150190068","removal"
1242,"LMSLPS150190068","settlement"
1243,"LMSLPS150190068","widow"
1244,"LMSLPS150190069","churchwardens_petition"
1245,"LMSLPS150190069","removal"
1246,"LMSLPS150190069","settlement"
1247,"LMSLPS150190071","churchwardens_petition"
1248,"LMSLPS150190071","removal"
1249,"LMSLPS150190071","settlement"
1250,"LMSLPS150190073","churchwardens_petition"
1251,"LMSLPS150190073","removal"
1252,"LMSLPS150190073","settlement"
1253,"LMSLPS150190075","children"
1254,"LMSLPS150190075","churchwardens_petition"
1255,"LMSLPS150190075","husband"
1256,"LMSLPS150190075","removal"
1257,"LMSLPS150190075","settlement"
1258,"LMSLPS150190077","churchwardens_petition"
1259,"LMSLPS150190077","removal"
1260,"LMSLPS150190077","settlement"
1261,"LMSLPS150190079","churchwardens_petition"
1262,"LMSLPS150190079","removal"
1263,"LMSLPS150190079","settlement"
1264,"LMSLPS150190081","churchwardens_petition"
1265,"LMSLPS150190081","removal"
1266,"LMSLPS150190081","settlement"
1267,"LMSLPS150190081","spinster"
1268,"LMSLPS150190083","churchwardens_petition"
1269,"LMSLPS150190083","removal"
1270,"LMSLPS150190083","settlement"
1271,"LMSLPS150190083","widow"
1272,"LMSLPS150190085","apprentice"
1273,"LMSLPS150190085","churchwardens_petition"
1274,"LMSLPS150190085","removal"
1275,"LMSLPS150190085","spinster"
1276,"LMSLPS150190087","apprentice"
1277,"LMSLPS150190087","churchwardens_petition"
